,User ID,q1,q2,q3,Mean,STD,Skewness
0,1,0.2585692995529061,0.5469448584202683,0.7555886736214605,0.5074926539342264,0.2735682335700133,-0.14046837571717896
1,2,0.3651266766020864,0.669150521609538,0.767511177347243,0.5682267940947182,0.26165415011316856,-0.7314114278775269
2,3,0.3070044709388971,0.6721311475409836,0.7995529061102831,0.561201667551378,0.2842186881945425,-0.48653085470004365
3,4,0.1549925484351713,0.172876304023845,0.2265275707898658,0.2296481217836669,0.15562699719257933,2.5123995316222634
4,5,0.3845007451564828,0.4485842026825633,0.6065573770491803,0.4707190149275611,0.21633465175561817,0.02822781947112235
5,6,0.31669150521609535,0.65424739195231,0.8368107302533532,0.5740014792078021,0.295037262755387,-0.4571432876457563
6,7,0.3777943368107302,0.5707898658718331,0.680327868852459,0.5253430940318631,0.24002053165602744,-0.5684419879420002
7,8,0.3517138599105812,0.4023845007451564,0.5230998509687034,0.43019627266286276,0.2029258215610076,0.30608066116517346
8,9,0.32637853949329354,0.6825633383010432,0.8084947839046199,0.5698570321227965,0.28348592139677375,-0.5184433495500762
9,10,0.3189269746646795,0.6661698956780924,0.7995529061102831,0.5647486568304529,0.2797012965820373,-0.530573587787075
10,11,0.3442622950819672,0.6587183308494784,0.7906110283159464,0.5657481215615637,0.2752684535906614,-0.5410140532790143
11,12,0.3308494783904619,0.6751117734724292,0.823397913561848,0.5765112461992578,0.2895667120436638,-0.4965193920325134
12,13,0.3263785394932936,0.6482861400894188,0.7749627421758569,0.5540366159456824,0.27354540103936453,-0.5251722503039828
13,14,0.2600596125186289,0.5529061102831595,0.7764530551415797,0.5160813875235707,0.28133100163712477,-0.15956434490466154
14,15,0.0134128166915052,0.0134128166915052,0.0163934426229508,0.020055925604287466,0.04988413551173323,15.097143655590491
15,16,0.2965722801788375,0.6408345752608048,0.8435171385991058,0.570747666249853,0.29849635043365524,-0.40789137631534933
16,17,0.0849478390461997,0.0968703427719821,0.1222056631892697,0.13803718453006275,0.13280833943790615,3.7731748768090534
17,18,0.31669150521609535,0.65424739195231,0.8412816691505216,0.5751830686232483,0.2946882375025638,-0.45227615502800533
18,19,0.1028315946348733,0.1132637853949329,0.1400894187779433,0.15679602701664216,0.1340706845100131,3.511973933600545
19,20,0.4217585692995529,0.5350223546944859,0.6609538002980626,0.5157993163661239,0.2344241989428101,-0.39757877308758116
20,21,0.3204172876304024,0.3710879284649776,0.4806259314456036,0.40636459140771275,0.18572524230430498,0.5825671444961665
21,22,0.2518628912071535,0.2801788375558867,0.4016393442622951,0.33352804386983853,0.1672590786380827,1.1085505851553947
22,23,0.0283159463487332,0.029806259314456,0.0327868852459016,0.0406671093925253,0.06497908109927018,10.179913243668375
23,24,0.2585692995529061,0.5573770491803278,0.7913561847988078,0.5230865247722887,0.28656172100924493,-0.1487258712584314
24,25,0.26602086438152006,0.5678092399403875,0.8107302533532041,0.5312732514364529,0.29112050252716515,-0.15449682838976292
25,26,0.2742175856929955,0.3278688524590163,0.4493293591654247,0.37439504620858605,0.18414695382563195,0.8294039210225603
26,27,0.2727272727272727,0.5946348733233979,0.8405365126676602,0.5448526455831432,0.29538280601890354,-0.24750768835478493
27,28,0.4023845007451564,0.5916542473919523,0.6900149031296572,0.5396376607194814,0.23956618908204966,-0.6077629110294481
28,29,0.2675111773472429,0.5603576751117735,0.8077496274217586,0.5297163074886562,0.2902499652314419,-0.15082237622395725
29,30,0.014903129657228,0.014903129657228,0.0171385991058122,0.021308588067279505,0.051099771013349594,14.75370338181857
30,31,0.42995529061102833,0.533532041728763,0.665424739195231,0.5128075852709992,0.23172104670368973,-0.4428923252088633
31,32,0.31967213114754095,0.6736214605067065,0.8137108792846498,0.5675027374228468,0.2852519820305193,-0.5140986331262345
32,33,0.39716840536512665,0.4664679582712369,0.5961251862891207,0.47801732849740475,0.20755943951637393,-0.011255569660162211
33,34,0.217585692995529,0.2369597615499254,0.3248882265275707,0.2946599709933124,0.15753994678800617,1.8603067186249234
34,35,0.2578241430700447,0.5469448584202683,0.7555886736214605,0.5074548963777177,0.27372793556550123,-0.13821182245100144
35,36,0.4575260804769001,0.5469448584202683,0.6415797317436662,0.5154417300956599,0.21891476547384892,-0.5225772291711555
36,37,0.3152011922503726,0.6557377049180327,0.8338301043219076,0.5724400931945335,0.2935269054588448,-0.46308964964037264
37,38,0.3308494783904619,0.375558867362146,0.4940387481371088,0.41489335711319053,0.18732180906831394,0.5642265783478405
38,39,0.3710879284649776,0.646795827123696,0.7801788375558867,0.5676404414524665,0.26651100234181235,-0.6424175411746659
39,40,0.36736214605067063,0.6154992548435171,0.7585692995529061,0.5537256713626701,0.25884427103912866,-0.6293618251863669
40,41,0.2220566318926974,0.2399403874813711,0.3472429210134128,0.3078573475094449,0.17038777788643164,1.7517767784128258
41,42,0.3770491803278688,0.5514157973174366,0.6594634873323397,0.5132762231782534,0.23595623322607265,-0.5228418956966892
42,43,0.4038748137108793,0.5394932935916542,0.6616989567809239,0.5153373415570772,0.2315131727046166,-0.4890333855539712
43,44,0.2727272727272727,0.5737704918032787,0.8360655737704918,0.5420408181396185,0.2968849119525599,-0.18785453757179238
44,45,0.2853949329359165,0.587183308494784,0.8509687034277198,0.55153573308517,0.29771295224607613,-0.23633673821797754
45,46,0.39120715350223545,0.6184798807749627,0.7183308494783904,0.5506784144491504,0.24662837022667428,-0.6719418741115996
46,47,0.30327868852459017,0.6274217585692996,0.8479880774962743,0.5701346612147716,0.2978090837836024,-0.40227282787669394
47,48,0.07451564828614,0.0864381520119225,0.1102831594634873,0.12255658636152633,0.1228783694641037,4.2375228574307915
48,49,0.4545454545454545,0.5543964232488823,0.6594634873323397,0.5207077987122452,0.22472247912873966,-0.5311924343013241
49,50,0.2846497764530551,0.6080476900149031,0.8509687034277198,0.5591361071070826,0.29935154703006434,-0.31592627723183825
50,51,0.3293591654247392,0.6557377049180327,0.827123695976155,0.572413440801704,0.28971425137318607,-0.4698228184481482
51,52,0.4217585692995529,0.5499254843517138,0.672876304023845,0.525252031689695,0.2313117126432365,-0.505350102991533
52,53,0.30849478390462,0.624441132637854,0.8464977645305514,0.5677648192856714,0.29728692922062755,-0.37998605246900363
53,54,0.3479880774962742,0.6512667660208644,0.7719821162444114,0.5590716971577443,0.26868267057096706,-0.5466869221866854
54,55,0.3025335320417288,0.6378539493293591,0.8435171385991058,0.5714606177580451,0.2962059311786302,-0.42421173184857847
55,56,0.0476900149031296,0.0491803278688524,0.0603576751117734,0.07157944300941045,0.07987986620933826,7.152046491896546
56,57,0.1654247391952309,0.1892697466467958,0.2481371087928465,0.2465346336739657,0.1602859543442134,2.2803838739816915
57,58,0.4008941877794337,0.5916542473919523,0.6929955290611028,0.5421785221692382,0.24076352218208702,-0.6104752022932152
58,59,0.3435171385991058,0.6184798807749627,0.7645305514157973,0.5525063243907152,0.26549945860480106,-0.5691093829701973
59,60,0.4038748137108793,0.5916542473919523,0.6929955290611028,0.5401307299868293,0.2401418774454661,-0.6274858066878842
60,61,0.3263785394932936,0.3770491803278688,0.5178837555886736,0.41798281364869033,0.19498177187934354,0.49025835157062897
61,62,0.3748137108792846,0.6304023845007451,0.7555886736214605,0.5603399068498871,0.25627417899087707,-0.6664051033326898
62,63,0.3919523099850969,0.4560357675111773,0.5998509687034277,0.4682381213616707,0.21713656893852798,-0.02613994328032631
63,64,0.2600596125186289,0.5648286140089419,0.8181818181818181,0.5315308912338059,0.2934703918806366,-0.1528391530698716
